,Date,Open,High,Low,Close,Adj Close,Volume,Daily_return,Trend,Trend_duration
52,2020-02-18,14047.910156,14072.69043,13990.700195,14039.009766,14039.009766,3750400000,-0.0041376655912021,DOWN,3
53,2020-02-19,14077.509766,14115.950195,14066.240234,14087.129883,14087.129883,3614200000,0.003427600507589945,UP,1
54,2020-02-20,14061.040039,14104.919922,13955.75,14061.480469,14061.480469,4019180000,-0.0018207693272532799,DOWN,1
55,2020-02-21,14014.629883,14014.629883,13931.129883,13975.780273,13975.780273,3908780000,-0.006094678024048394,DOWN,2
56,2020-02-24,13654.0,13654.0,13493.679688,13534.120117,13534.120117,4851160000,-0.03160182454021898,DOWN,3
57,2020-02-25,13570.209961,13582.740234,13110.089844,13143.730469,13143.730469,5596760000,-0.02884484876927007,DOWN,4
58,2020-02-26,13194.30957,13323.339844,13041.94043,13046.620117,13046.620117,5484650000,-0.00738834018462553,DOWN,5
59,2020-02-27,12841.400391,12977.179688,12544.990234,12547.25,12547.25,7064710000,-0.038275822590198016,DOWN,6
60,2020-02-28,12547.25,12547.25,12024.450195,12380.969727,12380.969727,8569570000,-0.013252328040008754,DOWN,7
61,2020-03-02,12441.429688,12830.129883,12316.179688,12827.990234,12827.990234,6381330000,0.03610545190375136,UP,1
62,2020-03-03,12845.05957,13015.660156,12432.519531,12542.740234,12542.740234,6376510000,-0.02223653080464294,DOWN,1
63,2020-03-04,12696.610352,13011.450195,12673.900391,13009.959961,13009.959961,5073020000,0.03725021153938046,UP,1
64,2020-03-05,12740.860352,12786.639648,12489.769531,12593.030273,12593.030273,5579290000,-0.03204696165475007,DOWN,1
65,2020-03-06,12593.030273,12593.030273,12106.740234,12352.030273,12352.030273,6555240000,-0.019137570130099202,DOWN,2
66,2020-03-09,11748.610352,11748.610352,11240.769531,11298.429688,11298.429688,8441290000,-0.08529776576916592,DOWN,3
67,2020-03-10,11635.219727,11794.009766,11246.519531,11793.269531,11793.269531,7642040000,0.043797222858816154,UP,1
68,2020-03-11,11523.94043,11523.94043,11053.790039,11177.290039,11177.290039,7431200000,-0.05223144356879372,DOWN,1
69,2020-03-12,10466.700195,10646.919922,10054.469727,10060.759766,10060.759766,8850810000,-0.09989275299327327,DOWN,2
70,2020-03-13,10445.44043,10851.75,10060.349609,10851.740234,10851.740234,8299070000,0.07862035138470302,UP,1
71,2020-03-16,10851.980469,10851.980469,9559.230469,9567.530273,9567.530273,7805450000,-0.11834138426723428,DOWN,1
72,2020-03-17,9726.179688,10154.160156,9484.650391,10063.360352,10063.360352,8370250000,0.05182424981703515,UP,1
73,2020-03-18,9562.490234,9666.570313,8953.599609,9384.599609,9384.599609,8799300000,-0.06744871685580667,DOWN,1
74,2020-03-19,9313.759766,9622.209961,9048.360352,9461.30957,9461.30957,7956100000,0.008174025978309407,UP,1
75,2020-03-20,9577.900391,9676.94043,9108.150391,9133.160156,9133.160156,9053950000,-0.0346832974412441,DOWN,1
76,2020-03-23,9014.580078,9053.490234,8664.94043,8777.379883,8777.379883,7411380000,-0.038954783111546765,DOWN,2
77,2020-03-24,9276.639648,9672.009766,9276.639648,9658.320313,9658.320313,7563150000,0.10036485166902742,UP,1
78,2020-03-25,9749.799805,10303.900391,9591.740234,9961.379883,9961.379883,8300010000,0.03137808233509132,UP,2
79,2020-03-26,10060.480469,10556.900391,10060.480469,10536.280273,10536.280273,7766990000,0.05771292699931263,UP,3
80,2020-03-27,10135.730469,10449.219727,10064.5,10187.209961,10187.209961,6201670000,-0.033130317622104166,DOWN,1
81,2020-03-30,10238.129883,10455.769531,10131.599609,10434.740234,10434.740234,5751120000,0.024298141880615853,UP,1
82,2020-03-31,10387.730469,10499.799805,10237.219727,10301.870117,10301.870117,6576210000,-0.012733437921824242,DOWN,1
83,2020-04-01,9917.30957,10029.0,9766.799805,9844.849609,9844.849609,5964000000,-0.04436286837336756,DOWN,2
84,2020-04-02,9815.269531,10142.009766,9813.509766,10062.370117,10062.370117,6464190000,0.022094853313060936,UP,1
85,2020-04-03,10012.469727,10075.910156,9774.240234,9880.629883,9880.629883,6096970000,-0.01806137439657063,DOWN,1
86,2020-04-06,10264.129883,10560.730469,10233.040039,10515.240234,10515.240234,6403840000,0.06422772217101991,UP,1
87,2020-04-07,10894.200195,10912.55957,10534.740234,10537.040039,10537.040039,7050410000,0.002073162810823037,UP,2
88,2020-04-08,10641.509766,10939.969727,10538.650391,10902.589844,10902.589844,5875710000,0.034691887251734554,UP,3
89,2020-04-09,11070.320313,11272.480469,11019.820313,11136.610352,11136.610352,7899550000,0.021464671362354082,UP,4
90,2020-04-13,11136.610352,11136.610352,10817.150391,10949.530273,10949.530273,5319530000,-0.01679865534367031,DOWN,1
91,2020-04-14,11151.160156,11241.230469,11064.629883,11172.200195,11172.200195,5615730000,0.020336025057537954,UP,1
92,2020-04-15,10861.969727,10903.05957,10760.959961,10843.919922,10843.919922,5208000000,-0.02938367262223951,DOWN,1
93,2020-04-16,10882.830078,10891.679688,10718.129883,10818.030273,10818.030273,5228810000,-0.00238748065148231,DOWN,2
94,2020-04-17,11101.320313,11231.269531,11030.419922,11208.290039,11208.290039,5804810000,0.0360749375026268,UP,1
95,2020-04-20,11016.879883,11181.80957,10985.05957,11003.879883,11003.879883,5228630000,-0.018237407783769033,DOWN,1
96,2020-04-21,10763.669922,10861.790039,10667.290039,10706.44043,10706.44043,5121010000,-0.027030416195247264,DOWN,2
97,2020-04-22,10919.969727,10955.5,10844.759766,10908.55957,10908.55957,5084920000,0.018878276241434122,UP,1
98,2020-04-23,10961.240234,11099.0,10905.839844,10916.679688,10916.679688,5773530000,0.000744380405854228,UP,2
99,2020-04-24,11000.700195,11050.009766,10868.929688,11017.900391,11017.900391,5382810000,0.009272114405927345,UP,3
100,2020-04-27,11106.030273,11301.30957,11086.959961,11264.839844,11264.839844,5203930000,0.022412569022834283,UP,4
101,2020-04-28,11462.379883,11481.299805,11272.780273,11319.700195,11319.700195,5691160000,0.004870051572834377,UP,5
102,2020-04-29,11546.400391,11675.299805,11513.080078,11618.230469,11618.230469,6645640000,0.02637263079916763,UP,6
103,2020-04-30,11473.230469,11492.910156,11326.200195,11372.339844,11372.339844,6544980000,-0.021164206172023414,DOWN,1
104,2020-05-01,11158.870117,11187.769531,11011.459961,11058.570313,11058.570313,4759810000,-0.027590586924426397,DOWN,2
105,2020-05-04,10965.769531,11061.959961,10900.389648,11056.280273,11056.280273,4735930000,-0.0002070828267292102,DOWN,3
106,2020-05-05,11188.969727,11259.200195,11124.69043,11135.400391,11135.400391,5140290000,0.007156124487293747,UP,1
107,2020-05-06,11196.870117,11204.530273,10999.990234,10999.990234,10999.990234,4892570000,-0.01216033121803517,DOWN,1
108,2020-05-07,11140.929688,11228.25,11109.55957,11121.669922,11121.669922,5178790000,0.01106179963904852,UP,1
109,2020-05-08,11281.299805,11360.110352,11237.509766,11354.339844,11354.339844,4876030000,0.02092041245890175,UP,2
110,2020-05-11,11244.25,11345.429688,11205.400391,11281.370117,11281.370117,4819730000,-0.006426593531860814,DOWN,1
111,2020-05-12,11332.419922,11343.389648,11055.580078,11055.580078,11055.580078,5119630000,-0.020014416392540313,DOWN,2
112,2020-05-13,11035.230469,11038.379883,10747.80957,10829.44043,10829.44043,6151650000,-0.020454797161661875,DOWN,3
113,2020-05-14,10661.929688,10927.849609,10551.549805,10927.410156,10927.410156,5651130000,0.009046610176514758,UP,1
114,2020-05-15,10927.410156,10968.169922,10817.120117,10947.320313,10947.320313,5507700000,0.0018220380415636672,UP,2
115,2020-05-18,11282.889648,11454.349609,11282.889648,11402.230469,11402.230469,6373670000,0.0415544757066979,UP,3
116,2020-05-19,11374.230469,11409.660156,11248.540039,11248.969727,11248.969727,4984330000,-0.013441294877934662,DOWN,1
117,2020-05-20,11408.610352,11477.330078,11384.360352,11420.040039,11420.040039,5005380000,0.015207642668767507,UP,1
118,2020-05-21,11393.919922,11447.259766,11287.429688,11351.599609,11351.599609,4976620000,-0.005993011387549596,DOWN,1
119,2020-05-22,11325.080078,11333.650391,11247.290039,11331.969727,11331.969727,3970860000,-0.0017292613090791331,DOWN,2
120,2020-05-26,11636.540039,11676.959961,11590.30957,11603.0,11603.0,5848500000,0.023917313541196084,UP,1
121,2020-05-27,11787.55957,11837.549805,11602.429688,11837.530273,11837.530273,6398000000,0.020212899508747828,UP,2
122,2020-05-28,11935.879883,11939.740234,11783.219727,11804.910156,11804.910156,5447020000,-0.0027556522558090935,DOWN,1
123,2020-05-29,11750.969727,11817.389648,11645.709961,11802.950195,11802.950195,7297550000,-0.00016602930256137682,DOWN,2
124,2020-06-01,11799.919922,11928.799805,11781.879883,11900.240234,11900.240234,4684170000,0.008242857708678164,UP,1
125,2020-06-02,11900.240234,12046.410156,11900.240234,12046.410156,12046.410156,5197150000,0.012282938758024331,UP,2
126,2020-06-03,12175.05957,12329.290039,12175.05957,12302.19043,12302.19043,6005560000,0.021232904299925748,UP,3
127,2020-06-04,12236.740234,12328.509766,12202.360352,12286.980469,12286.980469,6451290000,-0.0012363620191497837,DOWN,1
128,2020-06-05,12640.980469,12752.139648,12600.700195,12641.44043,12641.44043,8639300000,0.02884841901509505,UP,1
129,2020-06-08,12734.540039,12836.679688,12688.549805,12836.599609,12836.599609,8498300000,0.01543804917490732,UP,2
130,2020-06-09,12635.599609,12682.740234,12578.540039,12619.519531,12619.519531,6410930000,-0.01691102664352029,DOWN,1
131,2020-06-10,12616.629883,12628.910156,12431.55957,12449.219727,12449.219727,6598870000,-0.01349495149808655,DOWN,2
132,2020-06-11,12090.129883,12099.179688,11636.009766,11659.169922,11659.169922,7037320000,-0.0634617929737823,DOWN,3
133,2020-06-12,11999.480469,12030.94043,11640.589844,11867.169922,11867.169922,5845330000,0.01784003504464926,UP,1
134,2020-06-15,11565.820313,11997.650391,11525.360352,11942.910156,11942.910156,5757480000,0.006382333319386424,UP,2
135,2020-06-16,12304.139648,12318.75,11992.980469,12161.469727,12161.469727,5845810000,0.01830036131438173,UP,3
136,2020-06-17,12193.410156,12202.580078,12068.209961,12086.490234,12086.490234,4560450000,-0.006165331549815467,DOWN,1
137,2020-06-18,11994.459961,12110.200195,11984.709961,12072.589844,12072.589844,4448690000,-0.0011500766335704737,DOWN,2
138,2020-06-19,12240.30957,12240.30957,11946.959961,11980.120117,11980.120117,8346650000,-0.007659477228571299,DOWN,3
139,2020-06-22,11963.299805,12045.650391,11907.219727,12028.910156,12028.910156,4686690000,0.00407258345688577,UP,1
140,2020-06-23,12157.370117,12176.429688,12068.089844,12077.740234,12077.740234,4711850000,0.0040593933587278475,UP,2
141,2020-06-24,11956.290039,11961.620117,11650.910156,11726.540039,11726.540039,5597680000,-0.02907830340739892,DOWN,1
142,2020-06-25,11680.389648,11866.200195,11640.019531,11865.110352,11865.110352,4847690000,0.011816811483962297,UP,1
143,2020-06-26,11796.400391,11814.009766,11578.80957,11604.429688,11604.429688,8107850000,-0.02197035309967077,DOWN,1
144,2020-06-29,11683.070313,11777.639648,11605.469727,11777.080078,11777.080078,4473970000,0.014877972863977629,UP,1
145,2020-06-30,11736.75,11934.959961,11724.570313,11893.780273,11893.780273,4705850000,0.009909094124102902,UP,2
146,2020-07-01,11907.830078,11982.230469,11858.820313,11901.549805,11901.549805,4449230000,0.0006532432768779906,UP,3
147,2020-07-02,12088.700195,12138.830078,11970.799805,11991.519531,11991.519531,4197720000,0.007559496660023424,UP,4
148,2020-07-06,12181.290039,12218.19043,12114.320313,12160.009766,12160.009766,4759160000,0.014050782685582464,UP,5
149,2020-07-07,12056.209961,12107.950195,11979.769531,11990.139648,11990.139648,4571330000,-0.013969570853056723,DOWN,1
150,2020-07-08,12023.570313,12095.179688,11971.889648,12086.389648,12086.389648,4937310000,0.00802742943999446,UP,1
151,2020-07-09,12089.240234,12103.160156,11831.040039,11928.629883,11928.629883,4843650000,-0.01305267905425389,DOWN,1
152,2020-07-10,11935.299805,12079.110352,11906.209961,12075.580078,12075.580078,4524190000,0.012319117655702039,UP,1
153,2020-07-13,12159.75,12242.679688,12000.980469,12014.669922,12014.669922,4902440000,-0.005044077022102744,DOWN,1
154,2020-07-14,11989.410156,12215.150391,11963.5,12014.669922,12014.669922,4507140000,0.0,DOWN,2
155,2020-07-15,12377.650391,12419.799805,12309.259766,12391.320313,12391.320313,4686830000,0.031349208379858995,UP,1
156,2020-07-16,12310.179688,12381.379883,12295.69043,12350.110352,12350.110352,3972860000,-0.0033257118659717477,DOWN,1
157,2020-07-17,12395.759766,12427.490234,12339.870117,12402.740234,12402.740234,4012850000,0.004261490828822989,UP,1
158,2020-07-20,12413.150391,12432.769531,12352.719727,12392.980469,12392.980469,3979340000,-0.000786903927347149,DOWN,1
159,2020-07-21,12492.080078,12570.709961,12481.969727,12508.679688,12508.679688,4556610000,0.00933586712973633,UP,1
160,2020-07-22,12508.679688,12578.980469,12480.730469,12569.070313,12569.070313,4267160000,0.004827897628391087,UP,2
161,2020-07-23,12567.169922,12617.179688,12459.05957,12510.870117,12510.870117,4296760000,-0.004630429661914182,DOWN,1
162,2020-07-24,12488.679688,12522.19043,12427.660156,12461.780273,12461.780273,3689410000,-0.003923775368213311,DOWN,2
163,2020-07-27,12481.009766,12556.55957,12444.509766,12553.129883,12553.129883,3970310000,0.0073303820159564825,UP,1
164,2020-07-28,12515.839844,12563.450195,12482.269531,12491.219727,12491.219727,4053180000,-0.0049318501901139955,DOWN,1
165,2020-07-29,12533.459961,12688.69043,12533.459961,12669.620117,12669.620117,4478200000,0.0142820632331353,UP,1
166,2020-07-30,12491.459961,12544.799805,12393.799805,12533.280273,12533.280273,4264920000,-0.010761162745287045,DOWN,1
167,2020-07-31,12509.330078,12509.330078,12320.730469,12465.049805,12465.049805,5007530000,-0.005443943366285842,DOWN,2
168,2020-08-03,12513.209961,12562.269531,12470.469727,12536.80957,12536.80957,4438940000,0.005756877519351278,UP,1
169,2020-08-04,12548.929688,12612.469727,12532.610352,12612.110352,12612.110352,4414380000,0.006006375192951108,UP,2
170,2020-08-05,12612.089844,12751.360352,12612.089844,12731.549805,12731.549805,4535060000,0.009470219468945551,UP,3
171,2020-08-06,12702.879883,12731.290039,12659.30957,12729.169922,12729.169922,4278930000,-0.0001869279888506714,DOWN,1
172,2020-08-07,12655.700195,12766.049805,12650.679688,12765.839844,12765.839844,4110030000,0.002880778732996969,UP,1
173,2020-08-10,12797.780273,12854.519531,12794.530273,12844.019531,12844.019531,4327920000,0.006124131898517016,UP,2
174,2020-08-11,12996.429688,13003.589844,12826.870117,12849.429688,12849.429688,4880540000,0.0004212199293953667,UP,3
175,2020-08-12,12984.900391,13010.860352,12944.780273,12974.830078,12974.830078,3772250000,0.009759218350142929,UP,4
176,2020-08-13,12914.700195,12965.589844,12885.509766,12919.150391,12919.150391,3438730000,-0.004291361556588824,DOWN,1
177,2020-08-14,12864.740234,12932.889648,12856.69043,12902.5,12902.5,3200060000,-0.0012888147049978649,DOWN,2
178,2020-08-17,12942.30957,12954.919922,12917.719727,12936.110352,12936.110352,3460330000,0.0026049488083703665,UP,1
179,2020-08-18,12967.94043,12975.540039,12877.19043,12910.330078,12910.330078,3669550000,-0.0019928922449252706,DOWN,1
180,2020-08-19,12931.080078,12946.80957,12843.280273,12859.879883,12859.879883,3679480000,-0.003907738585706033,DOWN,2
181,2020-08-20,12751.290039,12832.330078,12739.0,12812.860352,12812.860352,3431040000,-0.003656296281752791,DOWN,3
182,2020-08-21,12782.05957,12814.110352,12762.94043,12809.070313,12809.070313,3505010000,-0.00029579960257730686,DOWN,4
183,2020-08-24,12904.950195,12973.400391,12881.400391,12972.879883,12972.879883,3743410000,0.0127885604495237,UP,1
184,2020-08-25,13029.900391,13029.900391,12943.150391,13001.990234,13001.990234,3627650000,0.0022439389913837537,UP,2
185,2020-08-26,13006.179688,13057.860352,12975.959961,13042.540039,13042.540039,3780530000,0.0031187383062296625,UP,3
186,2020-08-27,13066.150391,13111.450195,13012.969727,13068.80957,13068.80957,3955890000,0.002014142254610496,UP,4
187,2020-08-28,13115.370117,13173.969727,13066.719727,13170.959961,13170.959961,3868510000,0.00781635010081505,UP,5
188,2020-08-31,13134.389648,13136.549805,13043.629883,13045.599609,13045.599609,4348280000,-0.009517935850628878,DOWN,1
189,2020-09-01,13032.040039,13113.929688,13004.169922,13113.740234,13113.740234,4101490000,0.0052232650887882315,UP,1
190,2020-09-02,13132.709961,13299.730469,13112.820313,13276.740234,13276.740234,4295640000,0.012429710905618618,UP,2
191,2020-09-03,13253.799805,13285.089844,12887.599609,12966.139648,12966.139648,4911830000,-0.023394340819035797,DOWN,1
192,2020-09-04,13022.469727,13069.969727,12723.790039,12966.139648,12966.139648,4438720000,0.0,DOWN,2
193,2020-09-08,12777.549805,12816.0,12659.160156,12688.070313,12688.070313,4694330000,-0.02144580750700864,DOWN,3
194,2020-09-09,12806.240234,12969.459961,12803.740234,12885.799805,12885.799805,3932520000,0.015583889994478461,UP,1
195,2020-09-10,12924.5,12964.200195,12688.320313,12706.69043,12706.69043,4208630000,-0.013899748382750876,DOWN,1
196,2020-09-11,12779.980469,12827.860352,12683.339844,12773.040039,12773.040039,3710090000,0.00522162787906999,UP,1
197,2020-09-14,12868.30957,12970.570313,12858.179688,12932.69043,12932.69043,3839580000,0.012499012804511711,UP,2
198,2020-09-15,13010.969727,13047.480469,12942.519531,12967.179688,12967.179688,4057190000,0.0026668277715822253,UP,3
199,2020-09-16,13013.459961,13128.679688,12990.700195,12997.860352,12997.860352,4718900000,0.0023660244353975735,UP,4
200,2020-09-17,12866.169922,12981.339844,12824.44043,12948.450195,12948.450195,4379840000,-0.0038014069748331103,DOWN,1
201,2020-09-18,12937.599609,12962.639648,12779.400391,12833.570313,12833.570313,7076400000,-0.008872095136478908,DOWN,2
202,2020-09-21,12617.450195,12833.570313,12421.150391,12833.570313,12833.570313,4836070000,0.0,DOWN,3
203,2020-09-22,12575.19043,12636.209961,12502.25,12602.540039,12602.540039,3974510000,-0.018002026588499254,DOWN,4
204,2020-09-23,12630.530273,12657.200195,12355.429688,12359.160156,12359.160156,4378650000,-0.01931197062233747,DOWN,5
205,2020-09-24,12314.580078,12476.129883,12228.969727,12365.540039,12365.540039,4601920000,0.0005162068392570163,UP,1
206,2020-09-25,12293.889648,12507.929688,12281.980469,12485.379883,12485.379883,3803330000,0.0096914363320999,UP,2
207,2020-09-28,12650.049805,12735.160156,12642.969727,12677.540039,12677.540039,3950910000,0.01539081371978468,UP,3
208,2020-09-29,12660.929688,12688.700195,12562.530273,12602.639648,12602.639648,3661590000,-0.005908117092873089,DOWN,1
209,2020-09-30,12643.450195,12795.629883,12621.509766,12701.889648,12701.889648,4738640000,0.007875334276954415,UP,1
210,2020-10-01,12759.660156,12792.620117,12656.30957,12726.839844,12726.839844,4076340000,0.0019642900931617913,UP,2
211,2020-10-02,12554.120117,12803.519531,12551.969727,12749.790039,12749.790039,3975180000,0.0018032909411380693,UP,3
212,2020-10-05,12842.490234,12957.55957,12842.490234,12949.650391,12949.650391,3692720000,0.015675579863562605,UP,4
213,2020-10-06,12995.950195,13083.299805,12824.200195,12837.879883,12837.879883,4453390000,-0.008631160272688176,DOWN,1
214,2020-10-07,12950.55957,13073.0,12950.55957,13042.330078,13042.330078,3814750000,0.01592554197914997,UP,1
215,2020-10-08,13116.129883,13191.009766,13100.969727,13190.580078,13190.580078,3867640000,0.011366833925639641,UP,2
216,2020-10-09,13256.820313,13297.0,13207.589844,13252.620117,13252.620117,3944090000,0.0047033594150627245,UP,3
217,2020-10-12,13289.549805,13350.589844,13274.94043,13324.870117,13324.870117,3435760000,0.005451752133702303,UP,4
218,2020-10-13,13271.25,13280.19043,13181.589844,13211.950195,13211.950195,3611100000,-0.008474373184016004,DOWN,1
219,2020-10-14,13222.360352,13267.160156,13135.900391,13143.160156,13143.160156,3858510000,-0.005206652915330623,DOWN,2
220,2020-10-15,12974.129883,13148.700195,12960.980469,13137.25,13137.25,3724550000,-0.00044967541518559084,DOWN,3
221,2020-10-16,13183.610352,13241.530273,13164.540039,13169.320313,13169.320313,4688030000,0.0024411739899903306,UP,1
222,2020-10-19,13169.320313,13247.75,12999.410156,13018.509766,13018.509766,4091080000,-0.011451657596264098,DOWN,1
223,2020-10-20,13018.509766,13198.019531,13018.509766,13092.160156,13092.160156,3917850000,0.005657359507641235,UP,1
224,2020-10-21,13092.160156,13153.419922,13039.349609,13040.129883,13040.129883,4103960000,-0.003974154943113484,DOWN,1
225,2020-10-22,13040.129883,13162.799805,13002.959961,13145.919922,13145.919922,4172060000,0.008112652247268981,UP,1
226,2020-10-23,13145.919922,13215.589844,13117.820313,13199.860352,13199.860352,3651600000,0.004103206950905713,UP,2
227,2020-10-26,13063.799805,13063.799805,12815.280273,12936.389648,12936.389648,4002210000,-0.01996011298408007,DOWN,1
228,2020-10-27,12921.25,12934.110352,12817.870117,12817.870117,12817.870117,3962400000,-0.009161716230333461,DOWN,2
229,2020-10-28,12575.290039,12617.580078,12411.099609,12415.419922,12415.419922,5139970000,-0.031397587222095624,DOWN,3
230,2020-10-29,12409.040039,12584.469727,12317.799805,12502.290039,12502.290039,4911860000,0.006996953590435284,UP,1
231,2020-10-30,12448.69043,12492.620117,12293.75,12429.330078,12429.330078,4843930000,-0.005835727756467457,DOWN,1
232,2020-11-02,12573.339844,12675.129883,12535.929688,12662.169922,12662.169922,4314690000,0.018733096839396612,UP,1
233,2020-11-03,12781.169922,12936.900391,12781.169922,12877.450195,12877.450195,4241380000,0.017001846786620645,UP,2
